ID_EMPRESA;ANY_FACTURA;NUM_FACTURA;QL_EMPLEAT_SGAB;FREQ_FACT;M3_BLOC1;M3_BLOC2;M3_BLOC3;M3_BLOC4;M3_BLOC5;IMP_TOTAL_FACT;IMP_AIGUA_IVA;ID_RECUPERACIO;ID_REGULARITZACIO;DATA_CARREC_RECAP;IDEN_LOT_LECT_FACT;NUM_PARTICIO;POLISSA_SUBM;DATA_FIN_FACT;ID_LOT_FACT;ANY_CALENDARI;MES_CALENDARI;ID_CONCEPTES;ID_DECLARADA;DNI_NIF_CLIENT;QL_GESTIO_FACT;QL_TIP_COBRA;NUM_ENTITAT_COBR;NUM_AGENCIA_APAR;NUM_COMPTE_DEPEN;DVER_COMPTE_BANC;TIP_FACTURA;DATA_EMISS_FACT;DATA_INI_FACT;QL_RESUM_COMPTABLE;TIP_QTA_SERV_FACT;ID_CALCUL_DIARI;US_AIGUA_SUBM_FACT;TIP_HABIT_SUBM_FA;NOMB_HABIT_FACT;SIT_SUBM_SERV_FACT;QL_IDIOMA_FACT;PUBLI_OFI_TARI_FA;ID_CARREC_SOCIETAT;QL_MONEDA;TIP_SUBM_SERV;NOM_CLIENT;NUM_INDEX;APROVADA_FACT;QL_TIP_COBRA_INI;QL_ENVIO_FACT;TIP_DOMESTIC;QL_DCL_CAI;TIP_FACT_ENV;EMISSORA;NUM_COMPTE_IBAN;TIP_FACT_SII;TIPUS_FACTURA
AB;2022;1;N;M;9;0;0;0;0;10.05;8.15;N;N;2022-01-09;L01;1;S000000001;2022-01-01;F01;22;01;S;N;00000001A;N;B;2100;1;1;00;OR;2022-01-04;2021-12-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2022;2;N;M;9;1;0;0;0;11.55;9.96;N;N;2022-02-09;L01;1;S000000001;2022-02-01;F01;22;02;S;N;00000001A;N;B;2100;1;1;00;OR;2022-02-04;2022-01-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2022;3;N;M;9;0;0;0;0;10.05;8.15;N;N;2022-03-09;L01;1;S000000001;2022-03-01;F01;22;03;S;N;00000001A;N;B;2100;1;1;00;OR;2022-03-04;2022-02-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2022;4;N;M;9;2;0;0;0;13.05;11.77;N;N;2022-04-09;L01;1;S000000001;2022-04-01;F01;22;04;S;N;00000001A;N;B;2100;1;1;00;OR;2022-04-04;2022-03-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2022;5;N;M;9;1;0;0;0;11.55;9.96;N;N;2022-05-09;L01;1;S000000001;2022-05-01;F01;22;05;S;N;00000001A;N;B;2100;1;1;00;OR;2022-05-04;2022-04-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2022;6;N;M;9;2;0;0;0;13.05;11.77;N;N;2022-06-09;L01;1;S000000001;2022-06-01;F01;22;06;S;N;00000001A;N;B;2100;1;1;00;OR;2022-06-04;2022-05-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2022;7;N;M;9;2;0;0;0;13.05;11.77;N;N;2022-07-09;L01;1;S000000001;2022-07-01;F01;22;07;S;N;00000001A;N;B;2100;1;1;00;OR;2022-07-04;2022-06-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2022;8;N;M;9;2;0;0;0;13.05;11.77;N;N;2022-08-09;L01;1;S000000001;2022-08-01;F01;22;08;S;N;00000001A;N;B;2100;1;1;00;OR;2022-08-04;2022-07-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2022;9;N;M;9;2;0;0;0;13.05;11.77;N;N;2022-09-09;L01;1;S000000001;2022-09-01;F01;22;09;S;N;00000001A;N;B;2100;1;1;00;OR;2022-09-04;2022-08-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2022;10;N;M;9;0;0;0;0;10.05;8.15;N;N;2022-10-09;L01;1;S000000001;2022-10-01;F01;22;10;S;N;00000001A;N;B;2100;1;1;00;OR;2022-10-04;2022-09-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2022;11;N;M;9;0;0;0;0;10.05;8.15;N;N;2022-11-09;L01;1;S000000001;2022-11-01;F01;22;11;S;N;00000001A;N;B;2100;1;1;00;OR;2022-11-04;2022-10-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2022;12;N;M;9;1;0;0;0;11.55;9.96;N;N;2022-12-09;L01;1;S000000001;2022-12-01;F01;22;12;S;N;00000001A;N;B;2100;1;1;00;OR;2022-12-04;2022-11-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2023;1;N;M;9;1;0;0;0;11.55;9.96;N;N;2023-01-09;L01;1;S000000001;2023-01-01;F01;23;01;S;N;00000001A;N;B;2100;1;1;00;OR;2023-01-04;2022-12-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2023;2;N;M;9;0;0;0;0;10.05;8.15;N;N;2023-02-09;L01;1;S000000001;2023-02-01;F01;23;02;S;N;00000001A;N;B;2100;1;1;00;OR;2023-02-04;2023-01-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2023;3;N;M;9;2;0;0;0;13.05;11.77;N;N;2023-03-09;L01;1;S000000001;2023-03-01;F01;23;03;S;N;00000001A;N;B;2100;1;1;00;OR;2023-03-04;2023-02-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2023;4;N;M;9;0;0;0;0;10.05;8.15;N;N;2023-04-09;L01;1;S000000001;2023-04-01;F01;23;04;S;N;00000001A;N;B;2100;1;1;00;OR;2023-04-04;2023-03-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2023;5;N;M;9;2;0;0;0;13.05;11.77;N;N;2023-05-09;L01;1;S000000001;2023-05-01;F01;23;05;S;N;00000001A;N;B;2100;1;1;00;OR;2023-05-04;2023-04-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2023;6;N;M;9;1;0;0;0;11.55;9.96;N;N;2023-06-09;L01;1;S000000001;2023-06-01;F01;23;06;S;N;00000001A;N;B;2100;1;1;00;OR;2023-06-04;2023-05-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2023;7;N;M;9;1;0;0;0;11.55;9.96;N;N;2023-07-09;L01;1;S000000001;2023-07-01;F01;23;07;S;N;00000001A;N;B;2100;1;1;00;OR;2023-07-04;2023-06-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2023;8;N;M;9;3;0;0;0;14.55;13.57;N;N;2023-08-09;L01;1;S000000001;2023-08-01;F01;23;08;S;N;00000001A;N;B;2100;1;1;00;OR;2023-08-04;2023-07-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2023;9;N;M;9;1;0;0;0;11.55;9.96;N;N;2023-09-09;L01;1;S000000001;2023-09-01;F01;23;09;S;N;00000001A;N;B;2100;1;1;00;OR;2023-09-04;2023-08-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2023;10;N;M;9;0;0;0;0;10.05;8.15;N;N;2023-10-09;L01;1;S000000001;2023-10-01;F01;23;10;S;N;00000001A;N;B;2100;1;1;00;OR;2023-10-04;2023-09-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2023;11;N;M;9;0;0;0;0;10.05;8.15;N;N;2023-11-09;L01;1;S000000001;2023-11-01;F01;23;11;S;N;00000001A;N;B;2100;1;1;00;OR;2023-11-04;2023-10-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2023;12;N;M;9;0;0;0;0;10.05;8.15;N;N;2023-12-09;L01;1;S000000001;2023-12-01;F01;23;12;S;N;00000001A;N;B;2100;1;1;00;OR;2023-12-04;2023-11-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2024;1;N;M;9;0;0;0;0;11.04;8.15;N;N;2024-01-09;L01;1;S000000001;2024-01-01;F01;24;01;S;N;00000001A;N;B;2100;1;1;00;OR;2024-01-04;2023-12-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2024;2;N;M;9;1;0;0;0;12.76;9.96;N;N;2024-02-09;L01;1;S000000001;2024-02-01;F01;24;02;S;N;00000001A;N;B;2100;1;1;00;OR;2024-02-04;2024-01-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2024;3;N;M;9;1;0;0;0;12.76;9.96;N;N;2024-03-09;L01;1;S000000001;2024-03-01;F01;24;03;S;N;00000001A;N;B;2100;1;1;00;OR;2024-03-04;2024-02-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2024;4;N;M;9;1;0;0;0;12.76;9.96;N;N;2024-04-09;L01;1;S000000001;2024-04-01;F01;24;04;S;N;00000001A;N;B;2100;1;1;00;OR;2024-04-04;2024-03-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2024;5;N;M;9;1;0;0;0;12.76;9.96;N;N;2024-05-09;L01;1;S000000001;2024-05-01;F01;24;05;S;N;00000001A;N;B;2100;1;1;00;OR;2024-05-04;2024-04-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2024;6;N;M;9;3;0;0;0;16.2;13.57;N;N;2024-06-09;L01;1;S000000001;2024-06-01;F01;24;06;S;N;00000001A;N;B;2100;1;1;00;OR;2024-06-04;2024-05-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2024;7;N;M;9;3;0;0;0;16.2;13.57;N;N;2024-07-09;L01;1;S000000001;2024-07-01;F01;24;07;S;N;00000001A;N;B;2100;1;1;00;OR;2024-07-04;2024-06-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2024;8;N;M;9;2;0;0;0;14.48;11.77;N;N;2024-08-09;L01;1;S000000001;2024-08-01;F01;24;08;S;N;00000001A;N;B;2100;1;1;00;OR;2024-08-04;2024-07-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2024;9;N;M;9;2;0;0;0;14.48;11.77;N;N;2024-09-09;L01;1;S000000001;2024-09-01;F01;24;09;S;N;00000001A;N;B;2100;1;1;00;OR;2024-09-04;2024-08-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2024;10;N;M;9;0;0;0;0;11.04;8.15;N;N;2024-10-09;L01;1;S000000001;2024-10-01;F01;24;10;S;N;00000001A;N;B;2100;1;1;00;OR;2024-10-04;2024-09-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2024;11;N;M;9;0;0;0;0;11.04;8.15;N;N;2024-11-09;L01;1;S000000001;2024-11-01;F01;24;11;S;N;00000001A;N;B;2100;1;1;00;OR;2024-11-04;2024-10-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2024;12;N;M;9;0;0;0;0;11.04;8.15;N;N;2024-12-09;L01;1;S000000001;2024-12-01;F01;24;12;S;N;00000001A;N;B;2100;1;1;00;OR;2024-12-04;2024-11-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2025;1;N;M;9;0;0;0;0;11.04;8.15;N;N;2025-01-09;L01;1;S000000001;2025-01-01;F01;25;01;S;N;00000001A;N;B;2100;1;1;00;OR;2025-01-04;2024-12-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2025;2;N;M;9;1;0;0;0;12.76;9.96;N;N;2025-02-09;L01;1;S000000001;2025-02-01;F01;25;02;S;N;00000001A;N;B;2100;1;1;00;OR;2025-02-04;2025-01-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2025;3;N;M;9;1;0;0;0;12.76;9.96;N;N;2025-03-09;L01;1;S000000001;2025-03-01;F01;25;03;S;N;00000001A;N;B;2100;1;1;00;OR;2025-03-04;2025-02-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2025;4;N;M;9;1;0;0;0;12.76;9.96;N;N;2025-04-09;L01;1;S000000001;2025-04-01;F01;25;04;S;N;00000001A;N;B;2100;1;1;00;OR;2025-04-04;2025-03-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2025;5;N;M;9;2;0;0;0;14.48;11.77;N;N;2025-05-09;L01;1;S000000001;2025-05-01;F01;25;05;S;N;00000001A;N;B;2100;1;1;00;OR;2025-05-04;2025-04-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2025;6;N;M;9;1;0;0;0;12.76;9.96;N;N;2025-06-09;L01;1;S000000001;2025-06-01;F01;25;06;S;N;00000001A;N;B;2100;1;1;00;OR;2025-06-04;2025-05-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2025;7;N;M;9;2;0;0;0;14.48;11.77;N;N;2025-07-09;L01;1;S000000001;2025-07-01;F01;25;07;S;N;00000001A;N;B;2100;1;1;00;OR;2025-07-04;2025-06-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2025;8;N;M;9;1;0;0;0;12.76;9.96;N;N;2025-08-09;L01;1;S000000001;2025-08-01;F01;25;08;S;N;00000001A;N;B;2100;1;1;00;OR;2025-08-04;2025-07-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2025;9;N;M;9;2;0;0;0;14.48;11.77;N;N;2025-09-09;L01;1;S000000001;2025-09-01;F01;25;09;S;N;00000001A;N;B;2100;1;1;00;OR;2025-09-04;2025-08-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2025;10;N;M;9;2;0;0;0;14.48;11.77;N;N;2025-10-09;L01;1;S000000001;2025-10-01;F01;25;10;S;N;00000001A;N;B;2100;1;1;00;OR;2025-10-04;2025-09-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2025;11;N;M;9;1;0;0;0;12.76;9.96;N;N;2025-11-09;L01;1;S000000001;2025-11-01;F01;25;11;S;N;00000001A;N;B;2100;1;1;00;OR;2025-11-04;2025-10-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2025;12;N;M;9;1;0;0;0;12.76;9.96;N;N;2025-12-09;L01;1;S000000001;2025-12-01;F01;25;12;S;N;00000001A;N;B;2100;1;1;00;OR;2025-12-04;2025-11-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2026;1;N;M;9;1;0;0;0;12.76;9.96;N;N;2026-01-09;L01;1;S000000001;2026-01-01;F01;26;01;S;N;00000001A;N;B;2100;1;1;00;OR;2026-01-04;2025-12-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2026;2;N;M;9;1;0;0;0;12.76;9.96;N;N;2026-02-09;L01;1;S000000001;2026-02-01;F01;26;02;S;N;00000001A;N;B;2100;1;1;00;OR;2026-02-04;2026-01-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2026;3;N;M;9;2;0;0;0;14.48;11.77;N;N;2026-03-09;L01;1;S000000001;2026-03-01;F01;26;03;S;N;00000001A;N;B;2100;1;1;00;OR;2026-03-04;2026-02-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2026;4;N;M;9;2;0;0;0;14.48;11.77;N;N;2026-04-09;L01;1;S000000001;2026-04-01;F01;26;04;S;N;00000001A;N;B;2100;1;1;00;OR;2026-04-04;2026-03-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2026;5;N;M;9;2;0;0;0;14.48;11.77;N;N;2026-05-09;L01;1;S000000001;2026-05-01;F01;26;05;S;N;00000001A;N;B;2100;1;1;00;OR;2026-05-04;2026-04-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2026;6;N;M;9;2;0;0;0;14.48;11.77;N;N;2026-06-09;L01;1;S000000001;2026-06-01;F01;26;06;S;N;00000001A;N;B;2100;1;1;00;OR;2026-06-04;2026-05-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2026;7;N;M;9;1;0;0;0;12.76;9.96;N;N;2026-07-09;L01;1;S000000001;2026-07-01;F01;26;07;S;N;00000001A;N;B;2100;1;1;00;OR;2026-07-04;2026-06-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2026;8;N;M;9;2;0;0;0;14.48;11.77;N;N;2026-08-09;L01;1;S000000001;2026-08-01;F01;26;08;S;N;00000001A;N;B;2100;1;1;00;OR;2026-08-04;2026-07-02;N;25;N;1;A;1;A;C;BOE2024A;N;E;D;CLIENTE 001;;; ; ; ; ;FP; ;ES76000000000000000000000000000001; ; 
AB;2022;13;N;M;9;6;3;12;6;92.85;100.69;N;N;2022-04-09;L01;1;S000000002;2022-04-01;F01;22;04;S;N;00000002A;N;B;2100;1;2;00;OR;2022-04-04;2022-03-03;N;25;N;1;A;6;A;C;BOE2024A;N;E;D;CLIENTE 002;;; ; ; ; ;FP; ;ES76000000000000000000000000000002; ; 
AB;2022;14;N;M;9;6;3;12;8;94.85;110.08;N;N;2022-05-09;L01;1;S000000002;2022-05-01;F01;22;05;S;N;00000002A;N;B;2100;1;2;00;OR;2022-05-04;2022-04-02;N;25;N;1;A;6;A;C;BOE2024A;N;E;D;CLIENTE 002;;; ; ; ; ;FP; ;ES76000000000000000000000000000002; ; 
AB;2022;15;N;M;9;6;3;12;4;90.85;91.3;N;N;2022-06-09;L01;1;S000000002;2022-06-01;F01;22;06;S;N;00000002A;N;B;2100;1;2;00;OR;2022-06-04;2022-05-02;N;25;N;1;A;6;A;C;BOE2024A;N;E;D;CLIENTE 002;;; ; ; ; ;FP; ;ES76000000000000000000000000000002; ; 
AB;2022;16;N;M;9;6;3;12;10;96.85;119.47;N;N;2022-07-09;L01;1;S000000002;2022-07-01;F01;22;07;S;N;00000002A;N;B;2100;1;2;00;OR;2022-07-04;2022-06-02;N;25;N;1;A;6;A;C;BOE2024A;N;E;D;CLIENTE 002;;; ; ; ; ;FP; ;ES76000000000000000000000000000002; ; 
AB;2022;17;N;M;9;6;3;6;0;57.75;49.99;N;N;2022-08-09;L01;1;S000000002;2022-08-01;F01;22;08;S;N;00000002A;N;B;2100;1;2;00;OR;2022-08-04;2022-07-02;N;25;N;1;A;6;A;C;BOE2024A;N;E;D;CLIENTE 002;;; ; ; ; ;FP; ;ES76000000000000000000000000000002; ; 
